Detail	hyper_turcan	hypo_turcan	hyper_adi	hypo_adi	SharedSets
CRYL1	1	0	0	0	1
C10orf54	1	0	0	0	1
CHMP1A	1	0	0	0	1
GRINA	1	0	0	0	1
ARMCX3	1	0	0	0	1
AMICA1	1	0	0	0	1
LOC100132963	1	0	0	0	1
CLDN9	1	0	0	0	1
UBTD1	1	0	0	0	1
TUB	1	0	0	0	1
GAB2	1	0	0	0	1
STRA13	1	0	0	0	1
SNAI3	1	0	0	0	1
IRF2	1	0	0	0	1
KHK	1	0	0	0	1
BAIAP2L1	1	0	0	0	1
RBM22	1	0	0	0	1
HIST1H3I	1	0	0	0	1
C22orf36	1	0	0	0	1
GBE1	1	0	0	0	1
STAP2	1	0	0	0	1
CACNA2D3	1	0	0	0	1
CHI3L1	1	0	0	0	1
IFT122	1	0	0	0	1
ZNF41	1	0	0	0	1
NPAS1	1	0	0	0	1
CMTM2	1	0	0	0	1
MAPKAPK3	1	0	0	0	1
C17orf87	1	0	0	0	1
GPN2	1	0	0	0	1
RNF216	1	0	0	0	1
NR2F1	1	0	0	0	1
TCEAL8	1	0	0	0	1
LRRC31	1	0	0	0	1
REN	1	0	0	0	1
SNAPC4	1	0	0	0	1
UNC119B	1	0	0	0	1
CENPH	1	0	0	0	1
LOC388428	1	0	0	0	1
ADRB1	1	0	0	0	1
ZC3HAV1L	1	0	0	0	1
RPH3A	1	0	0	0	1
PDZD7	1	0	0	0	1
INGX	1	0	0	0	1
SNAR-D	1	0	0	0	1
RMND1	1	0	0	0	1
TLL1	1	0	0	0	1
KIAA1984	1	0	0	0	1
LOC100133893	1	0	0	0	1
JAK3	1	0	0	0	1
FAM92B	1	0	0	0	1
DNAJC17	1	0	0	0	1
PIK3R2	1	0	0	0	1
DISC1	1	0	0	0	1
ZDHHC16	1	0	0	0	1
ZFAT	1	0	0	0	1
TOLLIP	1	0	0	0	1
LGR5	1	0	0	0	1
RELL1	1	0	0	0	1
SBK1	1	0	0	0	1
LPP	1	0	0	0	1
MRTO4	1	0	0	0	1
DIAPH2	1	0	0	0	1
ARHGEF10L	1	0	0	0	1
NUAK2	1	0	0	0	1
TCTN1	1	0	0	0	1
ME3	1	0	0	0	1
C2orf82	1	0	0	0	1
LOC100192378	1	0	0	0	1
TMEM149	1	0	0	0	1
EMID1	1	0	0	0	1
SMPD2	1	0	0	0	1
TMEM85	1	0	0	0	1
SPATA5L1	1	0	0	0	1
GNB1	1	0	0	0	1
B3GALNT1	1	0	0	0	1
PRKAR2A	1	0	0	0	1
MGC57346	1	0	0	0	1
TPRKB	1	0	0	0	1
SFRS2IP	1	0	0	0	1
DBNDD1	1	0	0	0	1
HIST2H2BF	1	0	0	0	1
C20orf27	1	0	0	0	1
TRIM35	1	0	0	0	1
RASSF5	1	0	0	0	1
LRRC14B	1	0	0	0	1
HDGF	1	0	0	0	1
TESK2	1	0	0	0	1
CCDC90A	1	0	0	0	1
LMOD1	1	0	0	0	1
HIBADH	1	0	0	0	1
CAND2	1	0	0	0	1
TMCO4	1	0	0	0	1
KCNK3	1	0	0	0	1
CCDC160	1	0	0	0	1
WDR6	1	0	0	0	1
GDAP2	1	0	0	0	1
TCTE3	1	0	0	0	1
DYNLT1	1	0	0	0	1
OR2W3	1	0	0	0	1
LZTS1	1	0	0	0	1
RIPK1	1	0	0	0	1
MED1	1	0	0	0	1
FAM3A	1	0	0	0	1
SLC2A1	1	0	0	0	1
YIPF1	1	0	0	0	1
PDZK1	1	0	0	0	1
C7orf46	1	0	0	0	1
KRTAP27-1	1	0	0	0	1
SNTB1	1	0	0	0	1
C9orf125	1	0	0	0	1
SUNC1	1	0	0	0	1
MSLNL	1	0	0	0	1
C6orf176	1	0	0	0	1
MIR152	1	0	0	0	1
DSEL	1	0	0	0	1
CD300LD	1	0	0	0	1
ARHGAP17	1	0	0	0	1
MYO1D	1	0	0	0	1
KLHL28	1	0	0	0	1
KRTAP5-5	1	0	0	0	1
ERCC6L	1	0	0	0	1
TUBA8	1	0	0	0	1
GPR68	1	0	0	0	1
THOC4	1	0	0	0	1
TAAR6	1	0	0	0	1
TRIP12	1	0	0	0	1
EMP1	1	0	0	0	1
BHMT	1	0	0	0	1
C17orf105	1	0	0	0	1
SNORA60	1	0	0	0	1
RIPK2	1	0	0	0	1
PHF13	1	0	0	0	1
CDGAP	1	0	0	0	1
PROS1	1	0	0	0	1
TIMM8A	1	0	0	0	1
IL4R	1	0	0	0	1
ZSWIM2	1	0	0	0	1
ZNF75D	1	0	0	0	1
AGER	1	0	0	0	1
CAV1	1	0	0	0	1
APOA4	1	0	0	0	1
LILRB4	1	0	0	0	1
GIGYF1	1	0	0	0	1
HEATR3	1	0	0	0	1
SCTR	1	0	0	0	1
SRF	1	0	0	0	1
BICC1	1	0	0	0	1
SH3BP1	1	0	0	0	1
TSPAN10	1	0	0	0	1
HIST2H2AB	1	0	0	0	1
AGAP5	1	0	0	0	1
LRRC27	1	0	0	0	1
FDPS	1	0	0	0	1
XPNPEP3	1	0	0	0	1
TSPAN2	1	0	0	0	1
PI4K2B	1	0	0	0	1
MOSPD1	1	0	0	0	1
SNX24	1	0	0	0	1
TMEM63A	1	0	0	0	1
ARHGEF17	1	0	0	0	1
ID2	1	0	0	0	1
ZNF696	1	0	0	0	1
C16orf68	1	0	0	0	1
C9orf72	1	0	0	0	1
PRPF8	1	0	0	0	1
ACSF2	1	0	0	0	1
TRPM7	1	0	0	0	1
CCL11	1	0	0	0	1
RPP14	1	0	0	0	1
STX8	1	0	0	0	1
NT5DC3	1	0	0	0	1
MORN2	1	0	0	0	1
HIST1H4L	1	0	0	0	1
FZD8	1	0	0	0	1
SLC5A11	1	0	0	0	1
FLNB	1	0	0	0	1
MYOZ1	1	0	0	0	1
USF1	1	0	0	0	1
HIST1H4D	1	0	0	0	1
FRMD8	1	0	0	0	1
SYT17	1	0	0	0	1
TMSL3	1	0	0	0	1
SNORD115-35	1	0	0	0	1
ATRNL1	1	0	0	0	1
GRPEL1	1	0	0	0	1
ZNF843	1	0	0	0	1
GPR45	1	0	0	0	1
SHD	1	0	0	0	1
FLJ11235	1	0	0	0	1
ABHD12	1	0	0	0	1
ITPA	1	0	0	0	1
MIR570	1	0	0	0	1
POLR3B	1	0	0	0	1
MAP4K4	1	0	0	0	1
FYTTD1	1	0	0	0	1
OSGIN1	1	0	0	0	1
TFF1	1	0	0	0	1
PLA2G4D	1	0	0	0	1
LOC151174	1	0	0	0	1
EPHA7	1	0	0	0	1
PKP2	1	0	0	0	1
SLC7A5P2	1	0	0	0	1
ZFP30	1	0	0	0	1
ATP6V0D1	1	0	0	0	1
WARS2	1	0	0	0	1
KIF20B	1	0	0	0	1
PMM2	1	0	0	0	1
ACAT2	1	0	0	0	1
CCDC120	1	0	0	0	1
GYS2	1	0	0	0	1
MTM1	1	0	0	0	1
RPL32P3	1	0	0	0	1
BATF3	1	0	0	0	1
TNFRSF19	1	0	0	0	1
CKAP4	1	0	0	0	1
RPL13	1	0	0	0	1
ACTR3C	1	0	0	0	1
SNX6	1	0	0	0	1
PCBP4	1	0	0	0	1
RTL1	1	0	0	0	1
CTBP1	1	0	0	0	1
GPD1	1	0	0	0	1
RFPL1S	1	0	0	0	1
SERPINA3	1	0	0	0	1
MARK1	1	0	0	0	1
C1orf49	1	0	0	0	1
RPL10A	1	0	0	0	1
NCR3	1	0	0	0	1
ZDHHC4	1	0	0	0	1
SNORA13	1	0	0	0	1
SOCS1	1	0	0	0	1
RAI2	1	0	0	0	1
FAM84B	1	0	0	0	1
RBM20	1	0	0	0	1
C12orf39	1	0	0	0	1
BEND7	1	0	0	0	1
DNAH11	1	0	0	0	1
LPAL2	1	0	0	0	1
PARD3	1	0	0	0	1
SLC16A2	1	0	0	0	1
ANKRD37	1	0	0	0	1
HSF4	1	0	0	0	1
CALB1	1	0	0	0	1
NUPR1	1	0	0	0	1
METT10D	1	0	0	0	1
NDUFA5	1	0	0	0	1
TIFA	1	0	0	0	1
ENOX2	1	0	0	0	1
PRIC285	1	0	0	0	1
ZNF607	1	0	0	0	1
NFXL1	1	0	0	0	1
CDR2	1	0	0	0	1
ZMIZ1	1	0	0	0	1
FAIM	1	0	0	0	1
BMX	1	0	0	0	1
CDSN	1	0	0	0	1
ATPGD1	1	0	0	0	1
ATP7B	1	0	0	0	1
CBFA2T2	1	0	0	0	1
DAZAP1	1	0	0	0	1
PLA2G12B	1	0	0	0	1
CXorf41	1	0	0	0	1
CAPZB	1	0	0	0	1
PYGO1	1	0	0	0	1
LOC100271831	1	0	0	0	1
CHST3	1	0	0	0	1
REG3G	1	0	0	0	1
PLEKHF1	1	0	0	0	1
IGF2BP2	1	0	0	0	1
RETN	1	0	0	0	1
LOC100302652	1	0	0	0	1
PPFIA1	1	0	0	0	1
CTSZ	1	0	0	0	1
TMEM217	1	0	0	0	1
SYNJ1	1	0	0	0	1
GLI3	1	0	0	0	1
OR2J3	1	0	0	0	1
ENTPD6	1	0	0	0	1
TNMD	1	0	0	0	1
HN1	1	0	0	0	1
GAS2L3	1	0	0	0	1
CD5	1	0	0	0	1
MAPKAPK2	1	0	0	0	1
RNF128	1	0	0	0	1
TMEM232	1	0	0	0	1
FAM63A	1	0	0	0	1
RAB11FIP1	1	0	0	0	1
DLAT	1	0	0	0	1
TUFT1	1	0	0	0	1
CALML6	1	0	0	0	1
TGM2	1	0	0	0	1
FAS	1	0	0	0	1
ZNF835	1	0	0	0	1
LHB	1	0	0	0	1
STMN1	1	0	0	0	1
APBB1IP	1	0	0	0	1
IFIT3	1	0	0	0	1
SEBOX	1	0	0	0	1
NPFFR1	1	0	0	0	1
CTNS	1	0	0	0	1
FNDC3A	1	0	0	0	1
LAMA3	1	0	0	0	1
HDDC3	1	0	0	0	1
ZBTB33	1	0	0	0	1
TRPA1	1	0	0	0	1
SYT15	1	0	0	0	1
DDX25	1	0	0	0	1
SLC35A2	1	0	0	0	1
APC2	1	0	0	0	1
CXorf39	1	0	0	0	1
B3GNT3	1	0	0	0	1
CCR9	1	0	0	0	1
FAM105B	1	0	0	0	1
MKNK2	1	0	0	0	1
C1orf21	1	0	0	0	1
SERPINB13	1	0	0	0	1
MAP6	1	0	0	0	1
GRINL1A	1	0	0	0	1
OR11L1	1	0	0	0	1
MIER2	1	0	0	0	1
EYA2	1	0	0	0	1
EPHA1	1	0	0	0	1
NFKBIE	1	0	0	0	1
SLC44A2	1	0	0	0	1
LYZL4	1	0	0	0	1
BASP1	1	0	0	0	1
SPC25	1	0	0	0	1
GLTPD2	1	0	0	0	1
KRTAP2-1	1	0	0	0	1
PDE12	1	0	0	0	1
FXYD6	1	0	0	0	1
METT11D1	1	0	0	0	1
PDSS1	1	0	0	0	1
C16orf62	1	0	0	0	1
PNMAL2	1	0	0	0	1
XRCC2	1	0	0	0	1
CHST9	1	0	0	0	1
TPRA1	1	0	0	0	1
RPS6KA6	1	0	0	0	1
MASP1	1	0	0	0	1
PEX16	1	0	0	0	1
IGF2BP3	1	0	0	0	1
MLLT1	1	0	0	0	1
GALP	1	0	0	0	1
SLC39A7	1	0	0	0	1
RHBDD1	1	0	0	0	1
VILL	1	0	0	0	1
TRIOBP	1	0	0	0	1
GRIPAP1	1	0	0	0	1
TRPV6	1	0	0	0	1
SLC22A6	1	0	0	0	1
OR12D2	1	0	0	0	1
UHRF1	1	0	0	0	1
TRIM8	1	0	0	0	1
PSORS1C2	1	0	0	0	1
LY6G5C	1	0	0	0	1
CLSTN3	1	0	0	0	1
CCT6A	1	0	0	0	1
PDE1A	1	0	0	0	1
MARVELD1	1	0	0	0	1
LOC389332	1	0	0	0	1
TMEM131	1	0	0	0	1
ATP8B3	1	0	0	0	1
C15orf59	1	0	0	0	1
DUSP16	1	0	0	0	1
YWHAQ	1	0	0	0	1
FAM46C	1	0	0	0	1
JOSD1	1	0	0	0	1
CAPS	1	0	0	0	1
S1PR2	1	0	0	0	1
ILVBL	1	0	0	0	1
RCAN3	1	0	0	0	1
NLRX1	1	0	0	0	1
TMEM105	1	0	0	0	1
TNNI3	1	0	0	0	1
SACM1L	1	0	0	0	1
CHGB	1	0	0	0	1
PIAS1	1	0	0	0	1
C10orf116	1	0	0	0	1
CDK14	1	0	0	0	1
MIR1256	1	0	0	0	1
THAP4	1	0	0	0	1
APOE	1	0	0	0	1
RNF213	1	0	0	0	1
MED7	1	0	0	0	1
RYBP	1	0	0	0	1
ZNF250	1	0	0	0	1
ZNF655	1	0	0	0	1
C1orf127	1	0	0	0	1
ARF1	1	0	0	0	1
MYO1G	1	0	0	0	1
C21orf82	1	0	0	0	1
CNTNAP4	1	0	0	0	1
TELO2	1	0	0	0	1
GATSL1	1	0	0	0	1
UFC1	1	0	0	0	1
NR4A1	1	0	0	0	1
ATP8B2	1	0	0	0	1
TNFAIP8L3	1	0	0	0	1
ZNF212	1	0	0	0	1
WDR47	1	0	0	0	1
CTSF	1	0	0	0	1
YARS	1	0	0	0	1
FGR	1	0	0	0	1
TTLL6	1	0	0	0	1
APOBEC3B	1	0	0	0	1
ESM1	1	0	0	0	1
CHRNB3	1	0	0	0	1
HEATR4	1	0	0	0	1
ADIPOQ	1	0	0	0	1
MYO1B	1	0	0	0	1
C1orf59	1	0	0	0	1
SLC25A29	1	0	0	0	1
SETD1B	1	0	0	0	1
REM2	1	0	0	0	1
OR7E37P	1	0	0	0	1
ABT1	1	0	0	0	1
ZNF215	1	0	0	0	1
WDR70	1	0	0	0	1
CENPE	1	0	0	0	1
SLC17A1	1	0	0	0	1
RPRD2	1	0	0	0	1
BAIAP3	1	0	0	0	1
CPEB4	1	0	0	0	1
RPN2	1	0	0	0	1
C8orf46	1	0	0	0	1
DAAM2	1	0	0	0	1
UBA1	1	0	0	0	1
ANKRD52	1	0	0	0	1
C16orf67	1	0	0	0	1
MIR133B	1	0	0	0	1
GLIS1	1	0	0	0	1
CA9	1	0	0	0	1
FAM173B	1	0	0	0	1
C19orf29	1	0	0	0	1
FGF16	1	0	0	0	1
CCDC102B	1	0	0	0	1
WAS	1	0	0	0	1
MEIS2	1	0	0	0	1
TBX19	1	0	0	0	1
SNAPIN	1	0	0	0	1
LRRC4	1	0	0	0	1
ZFYVE21	1	0	0	0	1
C1orf64	1	0	0	0	1
ATP13A2	1	0	0	0	1
ITPR3	1	0	0	0	1
FBXO27	1	0	0	0	1
ADORA2B	1	0	0	0	1
TANC1	1	0	0	0	1
CA6	1	0	0	0	1
WDR55	1	0	0	0	1
SNORD114-23	1	0	0	0	1
MS4A15	1	0	0	0	1
DTNB	1	0	0	0	1
ARMCX4	1	0	0	0	1
ADAMTS14	1	0	0	0	1
IGFALS	1	0	0	0	1
EIF3B	1	0	0	0	1
TTPA	1	0	0	0	1
CTTN	1	0	0	0	1
VOPP1	1	0	0	0	1
C16orf55	1	0	0	0	1
TCEAL1	1	0	0	0	1
CUZD1	1	0	0	0	1
ERBB4	1	0	0	0	1
PEX10	1	0	0	0	1
CROCCL2	1	0	0	0	1
RCCD1	1	0	0	0	1
LIAS	1	0	0	0	1
NPW	1	0	0	0	1
BMPR2	1	0	0	0	1
MSX1	1	0	0	0	1
PIGB	1	0	0	0	1
PPP2R3A	1	0	0	0	1
LAT	1	0	0	0	1
SPAG4	1	0	0	0	1
LOC651250	1	0	0	0	1
NFAM1	1	0	0	0	1
PYCR2	1	0	0	0	1
FOXA3	1	0	0	0	1
MID1	1	0	0	0	1
ALOX15	1	0	0	0	1
DHX58	1	0	0	0	1
TRPC1	1	0	0	0	1
FCGRT	1	0	0	0	1
ICA1L	1	0	0	0	1
C21orf130	1	0	0	0	1
DCUN1D1	1	0	0	0	1
MIR431	1	0	0	0	1
LOC100272228	1	0	0	0	1
UCP3	1	0	0	0	1
CCDC83	1	0	0	0	1
ITIH4	1	0	0	0	1
NDUFC2	1	0	0	0	1
C3orf10	1	0	0	0	1
CES8	1	0	0	0	1
EPX	1	0	0	0	1
SFRP1	1	0	0	0	1
PSMD6	1	0	0	0	1
CTAGE1	1	0	0	0	1
EIF4EBP3	1	0	0	0	1
ZNRF2	1	0	0	0	1
NCR2	1	0	0	0	1
MFSD5	1	0	0	0	1
CCT7	1	0	0	0	1
COL24A1	1	0	0	0	1
GGT7	1	0	0	0	1
PFDN2	1	0	0	0	1
KRT32	1	0	0	0	1
TMEM80	1	0	0	0	1
DDX21	1	0	0	0	1
DGCR10	1	0	0	0	1
NEK2	1	0	0	0	1
SUPT6H	1	0	0	0	1
BOD1	1	0	0	0	1
APOBEC3C	1	0	0	0	1
MRPL22	1	0	0	0	1
PITRM1	1	0	0	0	1
RAB40C	1	0	0	0	1
EFS	1	0	0	0	1
PRMT3	1	0	0	0	1
SLAIN1	1	0	0	0	1
ANXA13	1	0	0	0	1
EHD4	1	0	0	0	1
UBE2E2	1	0	0	0	1
AZI2	1	0	0	0	1
KRT8	1	0	0	0	1
OR6B1	1	0	0	0	1
MAT2B	1	0	0	0	1
CCDC12	1	0	0	0	1
KRT78	1	0	0	0	1
PDCD11	1	0	0	0	1
TSSC4	1	0	0	0	1
CECR7	1	0	0	0	1
CHTF8	1	0	0	0	1
QDPR	1	0	0	0	1
LOXHD1	1	0	0	0	1
LRRC33	1	0	0	0	1
STAC2	1	0	0	0	1
IKBKAP	1	0	0	0	1
KIF22	1	0	0	0	1
MRAS	1	0	0	0	1
TMEM17	1	0	0	0	1
DIO2	1	0	0	0	1
DDX11	1	0	0	0	1
C2orf52	1	0	0	0	1
TMEM170A	1	0	0	0	1
SPIN4	1	0	0	0	1
PHYHIP	1	0	0	0	1
MGAT5	1	0	0	0	1
DUOX1	1	0	0	0	1
GLT8D2	1	0	0	0	1
BLVRA	1	0	0	0	1
SENP2	1	0	0	0	1
MRPL15	1	0	0	0	1
OR8S1	1	0	0	0	1
CDC42EP1	1	0	0	0	1
TAS1R3	1	0	0	0	1
PLA2G4F	1	0	0	0	1
S100A2	1	0	0	0	1
FAM131A	1	0	0	0	1
CLK3	1	0	0	0	1
MS4A10	1	0	0	0	1
SGPP2	1	0	0	0	1
SNX4	1	0	0	0	1
GOLT1B	1	0	0	0	1
ATPAF1	1	0	0	0	1
ACACA	1	0	0	0	1
DHX33	1	0	0	0	1
NKX2-5	1	0	0	0	1
LOXL2	1	0	0	0	1
TRNAU1AP	1	0	0	0	1
SLC25A43	1	0	0	0	1
C16orf72	1	0	0	0	1
PCGF5	1	0	0	0	1
SLC9A8	1	0	0	0	1
CHD3	1	0	0	0	1
PON2	1	0	0	0	1
MMRN2	1	0	0	0	1
LOC349114	1	0	0	0	1
C17orf73	1	0	0	0	1
NUDT14	1	0	0	0	1
MTSS1L	1	0	0	0	1
ZNF681	1	0	0	0	1
NTN4	1	0	0	0	1
ADD3	1	0	0	0	1
TLK2	1	0	0	0	1
NACC1	1	0	0	0	1
TMSB15A	1	0	0	0	1
JDP2	1	0	0	0	1
CSF3	1	0	0	0	1
PNKD	1	0	0	0	1
SPG11	1	0	0	0	1
ATAD3B	1	0	0	0	1
TNS1	1	0	0	0	1
DPF1	1	0	0	0	1
MREG	1	0	0	0	1
RELN	1	0	0	0	1
CSTL1	1	0	0	0	1
TNS3	1	0	0	0	1
XK	1	0	0	0	1
SKA2	1	0	0	0	1
FAM183B	1	0	0	0	1
NT5DC2	1	0	0	0	1
TBC1D12	1	0	0	0	1
CSTT	1	0	0	0	1
TAF4	1	0	0	0	1
ZNF354C	1	0	0	0	1
LOC283761	1	0	0	0	1
ZNF426	1	0	0	0	1
MIR382	1	0	0	0	1
DHX15	1	0	0	0	1
C22orf43	1	0	0	0	1
FLJ42875	1	0	0	0	1
CBX6	1	0	0	0	1
LTBP2	1	0	0	0	1
IFI30	1	0	0	0	1
USP14	1	0	0	0	1
C2CD2	1	0	0	0	1
STON1-GTF2A1L	1	0	0	0	1
SNORD46	1	0	0	0	1
MUDENG	1	0	0	0	1
PNCK	1	0	0	0	1
TDRD12	1	0	0	0	1
RGS2	1	0	0	0	1
COL6A4P2	1	0	0	0	1
C10orf46	1	0	0	0	1
MFSD10	1	0	0	0	1
CBX8	1	0	0	0	1
NDUFB5	1	0	0	0	1
ZNF639	1	0	0	0	1
PRR14	1	0	0	0	1
SLAMF8	1	0	0	0	1
PYDC2	1	0	0	0	1
LOC389765	1	0	0	0	1
GRIA1	1	0	0	0	1
MAP2	1	0	0	0	1
ZNF708	1	0	0	0	1
C19orf57	1	0	0	0	1
ADCK4	1	0	0	0	1
MIR670	1	0	0	0	1
CCR5	1	0	0	0	1
CNOT10	1	0	0	0	1
RAB10	1	0	0	0	1
FNIP1	1	0	0	0	1
KRT79	1	0	0	0	1
ASCC2	1	0	0	0	1
SLC46A3	1	0	0	0	1
PRAF2	1	0	0	0	1
AFG3L1	1	0	0	0	1
PHF10	1	0	0	0	1
MYO18B	1	0	0	0	1
RGN	1	0	0	0	1
TMEM214	1	0	0	0	1
PPL	1	0	0	0	1
KIAA1609	1	0	0	0	1
NUDT12	1	0	0	0	1
FBXW5	1	0	0	0	1
PYROXD2	1	0	0	0	1
RNASEK	1	0	0	0	1
TLK1	1	0	0	0	1
ULK1	1	0	0	0	1
PRKCD	1	0	0	0	1
BICD1	1	0	0	0	1
ATXN10	1	0	0	0	1
MAP7D3	1	0	0	0	1
SMTNL1	1	0	0	0	1
OR4F15	1	0	0	0	1
KLHL17	1	0	0	0	1
LOC100128542	1	0	0	0	1
KLK12	1	0	0	0	1
RPL13P5	1	0	0	0	1
ZNF341	1	0	0	0	1
LYPD1	1	0	0	0	1
C9orf167	1	0	0	0	1
YPEL5	1	0	0	0	1
LOC341056	1	0	0	0	1
MBL1P	1	0	0	0	1
CD3D	1	0	0	0	1
RUSC1	1	0	0	0	1
ITGA2	1	0	0	0	1
ANO4	1	0	0	0	1
ARHGAP21	1	0	0	0	1
IKBKB	1	0	0	0	1
CSNK2A1P	1	0	0	0	1
PEX5	1	0	0	0	1
EDEM1	1	0	0	0	1
C3P1	1	0	0	0	1
OLFML2A	1	0	0	0	1
FRG1B	1	0	0	0	1
TSC2	1	0	0	0	1
ARHGAP24	1	0	0	0	1
LMAN1L	1	0	0	0	1
CNTNAP5	1	0	0	0	1
NEFL	1	0	0	0	1
APOC1	1	0	0	0	1
TDRD1	1	0	0	0	1
LSG1	1	0	0	0	1
MOSPD2	1	0	0	0	1
GTDC1	1	0	0	0	1
OLFML1	1	0	0	0	1
FLJ16779	1	0	0	0	1
ZNF177	1	0	0	0	1
BBC3	1	0	0	0	1
C4orf21	1	0	0	0	1
SPPL3	1	0	0	0	1
VASN	1	0	0	0	1
CNIH3	1	0	0	0	1
MIR330	1	0	0	0	1
IFI6	1	0	0	0	1
NAPA	1	0	0	0	1
SNHG3-RCC1	1	0	0	0	1
SEMA4G	1	0	0	0	1
OR10C1	1	0	0	0	1
EDEM3	1	0	0	0	1
RUVBL1	1	0	0	0	1
VAT1L	1	0	0	0	1
SYCN	1	0	0	0	1
ISCA1	1	0	0	0	1
ARHGAP6	1	0	0	0	1
OLR1	1	0	0	0	1
CAD	1	0	0	0	1
ADORA3	1	0	0	0	1
GLTP	1	0	0	0	1
MASP2	1	0	0	0	1
PTGIR	1	0	0	0	1
FBXW11	1	0	0	0	1
MME	1	0	0	0	1
PGRMC1	1	0	0	0	1
GPR114	1	0	0	0	1
PAIP1	1	0	0	0	1
C2	1	0	0	0	1
NAPG	1	0	0	0	1
NR2E3	1	0	0	0	1
CAMKK1	1	0	0	0	1
CHAC1	1	0	0	0	1
MYH16	1	0	0	0	1
ANKRD2	1	0	0	0	1
INADL	1	0	0	0	1
NCRNA00162	1	0	0	0	1
C10orf4	1	0	0	0	1
ZDHHC9	1	0	0	0	1
DRAM1	1	0	0	0	1
BEST3	1	0	0	0	1
MERTK	1	0	0	0	1
GPI	1	0	0	0	1
ICAM2	1	0	0	0	1
PDILT	1	0	0	0	1
NRF1	1	0	0	0	1
CSK	1	0	0	0	1
CD99L2	1	0	0	0	1
IL1B	1	0	0	0	1
ZNF480	1	0	0	0	1
SHISA6	1	0	0	0	1
OPHN1	1	0	0	0	1
ACTRT1	1	0	0	0	1
PTPRV	1	0	0	0	1
SCARNA16	1	0	0	0	1
KIAA0922	1	0	0	0	1
IQGAP3	1	0	0	0	1
TUBGCP5	1	0	0	0	1
CLEC1A	1	0	0	0	1
ZBTB38	1	0	0	0	1
ISM2	1	0	0	0	1
RBM23	1	0	0	0	1
ASAP3	1	0	0	0	1
DNAJC4	1	0	0	0	1
ZBTB12	1	0	0	0	1
TPM4	1	0	0	0	1
IREB2	1	0	0	0	1
DNAJB6	1	0	0	0	1
NRTN	1	0	0	0	1
RARA	1	0	0	0	1
FAM166A	1	0	0	0	1
RFX1	1	0	0	0	1
SLC30A4	1	0	0	0	1
RAB34	1	0	0	0	1
EPS15L1	1	0	0	0	1
CXCR6	1	0	0	0	1
AKAP1	1	0	0	0	1
PLEKHG4	1	0	0	0	1
SLC1A7	1	0	0	0	1
BRD4	1	0	0	0	1
NHEJ1	1	0	0	0	1
LIMD1	1	0	0	0	1
TCF7	1	0	0	0	1
TIMM44	1	0	0	0	1
SNORA29	1	0	0	0	1
C8orf42	1	0	0	0	1
CMTM5	1	0	0	0	1
ZNF280A	1	0	0	0	1
SLC38A8	1	0	0	0	1
KRT83	1	0	0	0	1
LRRC34	1	0	0	0	1
GRASP	1	0	0	0	1
CCDC22	1	0	0	0	1
WNK4	1	0	0	0	1
ADPRHL1	1	0	0	0	1
SH3D20	1	0	0	0	1
CTPS	1	0	0	0	1
C12orf10	1	0	0	0	1
ATMIN	1	0	0	0	1
EGLN3	1	0	0	0	1
EIF3I	1	0	0	0	1
STK25	1	0	0	0	1
EXT2	1	0	0	0	1
ZCCHC2	1	0	0	0	1
C1orf14	1	0	0	0	1
MUM1	1	0	0	0	1
CLRN1	1	0	0	0	1
C15orf61	1	0	0	0	1
PPP1R7	1	0	0	0	1
ZC3H7A	1	0	0	0	1
CFD	1	0	0	0	1
IRS1	1	0	0	0	1
CCND1	1	0	0	0	1
PRDM14	1	0	0	0	1
PLEKHA5	1	0	0	0	1
AVPI1	1	0	0	0	1
RBBP8	1	0	0	0	1
ACTC1	1	0	0	0	1
C8orf79	1	0	0	0	1
ST3GAL4	1	0	0	0	1
UBE2E3	1	0	0	0	1
TUSC4	1	0	0	0	1
CPSF1	1	0	0	0	1
PARG	1	0	0	0	1
SLC4A9	1	0	0	0	1
HAR1A	1	0	0	0	1
LYRM1	1	0	0	0	1
KRT33A	1	0	0	0	1
SPTLC2	1	0	0	0	1
LEPR	1	0	0	0	1
MEIS1	1	0	0	0	1
BSG	1	0	0	0	1
EXOC3L2	1	0	0	0	1
MX1	1	0	0	0	1
ENTHD1	1	0	0	0	1
PRDX4	1	0	0	0	1
PLEKHG3	1	0	0	0	1
IFRD1	1	0	0	0	1
SLC1A2	1	0	0	0	1
MORF4L2	1	0	0	0	1
SSX2IP	1	0	0	0	1
TBC1D1	1	0	0	0	1
SLC10A7	1	0	0	0	1
C15orf48	1	0	0	0	1
NFATC4	1	0	0	0	1
RAB11FIP3	1	0	0	0	1
NFE2	1	0	0	0	1
CYP3A7	1	0	0	0	1
CKLF	1	0	0	0	1
CXCL17	1	0	0	0	1
CORO2B	1	0	0	0	1
BCL7C	1	0	0	0	1
ATP7A	1	0	0	0	1
C12orf32	1	0	0	0	1
PDCD5	1	0	0	0	1
TCAP	1	0	0	0	1
RPL13AP3	1	0	0	0	1
KCND1	1	0	0	0	1
C16orf45	1	0	0	0	1
DNMT1	1	0	0	0	1
KIAA0913	1	0	0	0	1
ZSCAN22	1	0	0	0	1
POLR3A	1	0	0	0	1
OR2B3	1	0	0	0	1
LY6G6E	1	0	0	0	1
TMEM14B	1	0	0	0	1
NMRAL1	1	0	0	0	1
C17orf90	1	0	0	0	1
